"menu_pk","menu_uppk","menu_status","menu_p_type","menu_p_use","menu_level","menu_soft","menu_name","menu_title","menu_remark1","menu_page","menu_remark2","menu_url_path","menu_url_file","menu_url_para","menu_flag","menu_count"
"692","691","1","r","464","4","50","A.變更外國人住宿地點通報單","A.變更外國人住宿地點通報單","","report_page","","../report_foms/report_ifoms/ifoms/","e_r_6_a.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","831"
"693","691","1","r","465","4","50","B.變更外國人住宿地點通報委託書 (彰化縣)","B.變更外國人住宿地點通報委託書 (彰化縣)","","report_page","","../report_foms/report_ifoms/ifoms/","e_r_6_b.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","414"
"694","191","8","r","466","4","50","24.營造工作申請書－調派重大工程、一般營造業、協力製造廠","24.營造工作申請書－調派重大工程、一般營造業、協力製造廠","","report_page","","../report_foms/report_ifoms/ifoms/","e_g_1_24.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","11"
"695","214","8","r","467","4","50","01.製造工－接續聘僱申請書","01.製造工－接續聘僱申請書","","report_page","","../report_foms/report_ifoms/ifoms/","e_g_2_01.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","74"
"696","214","1","r","468","4","50","13.同意接續聘僱本國人及外國人切結書－製造業承購、承租、併購案專用","13.同意接續聘僱本國人及外國人切結書－製造業承購、承租、併購案專用","","report_page","","../report_foms/report_ifoms/ifoms/","e_g_2_13.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","45"
"680","589","1","r","452","3","80","4.外勞入工表","4.外勞入工表","","report_page","","../report_foms/report/sfoms/","lab_in2work_001.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","2"
"697","102","1","x","0","2","50","U.各國薪資表","U.各國薪資表","","","","","#","","","0"
"698","697","1","r","469","3","50","A.E_O_T 薪資明細表(泰)","A.E_O_T 薪資明細表(泰)","","report_page","","../report_foms/report_ifoms/ifoms/","e_o_t.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","86"
"699","697","1","r","470","3","50","B.E_O_V 薪資明細表(越)","B.E_O_V 薪資明細表(越)","","report_page","","../report_foms/report_ifoms/ifoms/","e_o_v.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","75"
"700","697","1","r","471","3","50","C.E_O_E 薪資明細表(英)","C.E_O_E 薪資明細表(英)","","report_page","","../report_foms/report_ifoms/ifoms/","e_o_e.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","45"
"701","697","1","r","472","3","50","D.E_O_I 薪資明細表(印)","D.E_O_I 薪資明細表(印)","","report_page","","../report_foms/report_ifoms/ifoms/","e_o_i.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","45"
"702","421","1","r","473","3","50","03.重招函-須附加入國引進許可函(廠工三)-不可循環","03.重招函-須附加入國引進許可函(廠工三)-不可循環","","report_page","","../report_foms/report_ifoms/ifoms/","e_k_3.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","111"
"703","421","1","r","474","3","50","04.重招函-須附加入國引進許可函(廠工四)-例外可循環","04.重招函-須附加入國引進許可函(廠工四)-例外可循環","","report_page","","../report_foms/report_ifoms/ifoms/","e_k_4.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","15"
"704","269","1","r","475","4","50","E.全民健康保險第一二三類保險對象投保(轉入)申報表","E.全民健康保險第一二三類保險對象投保(轉入)申報表","","report_page","","../report_foms/report_ifoms/ifoms/","e_i_1_e.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","5061"
"705","421","1","r","476","3","50","16-1.初次招募函(B)-須附加入國引進許可函(製造業-3K)","16-1.初次招募函(B)-須附加入國引進許可函(製造業-3K)","","report_page","","../report_foms/report_ifoms/ifoms/","e_k_16_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","56"
"706","421","1","r","477","3","50","16-2.初次招募函(B)-須附加入國引進許可函(製造業-3K3班)","16-2.初次招募函(B)-須附加入國引進許可函(製造業-3K3班)","","report_page","","../report_foms/report_ifoms/ifoms/","e_k_16_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","33"
"707","421","1","r","478","3","50","16-3.初次招募函(B)-須附加入國引進許可函申請簽證(製造業-3K3班)","16-3.初次招募函(B)-須附加入國引進許可函申請簽證(製造業-3K3班)","","report_page","","../report_foms/report_ifoms/ifoms/","e_k_16_3.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","79"
"708","592","1","v","0","2","50","D.程式及報表功能查詢","D.程式及報表功能查詢","","newWin","","","menu_page.php","[_quest_]rt_menu_pk=0","","587"
"736","242","1","r","416","3","50","22.製造業夜班產業業者申請協助引進外勞案件申請表＆人員配置預估表","22.製造業夜班產業業者申請協助引進外勞案件申請表＆人員配置預估表","","report_page","","../report_foms/report_ifoms/ifoms/","e_h_22.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","5"
"709","269","1","r","479","4","50","F.全民健康保險第一二三類保險對象投保(轉入)申報表(批次)","F.全民健康保險第一二三類保險對象投保(轉入)申報表(批次)","","report_page","","../report_foms/report_ifoms/ifoms/","e_i_1_f.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","410"
"710","296","1","r","480","4","50","A14.送泰辦收據","A14.送泰辦收據","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_3_a14.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","234"
"711","296","1","r","481","4","50","A15.外國人預定工作內容說明書","A15.外國人預定工作內容說明書","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_3_a15.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","10"
"712","296","1","r","482","4","50","C02.泰辦聲明書中泰對照","C02.泰辦聲明書中泰對照","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_3_c02.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","624"
"713","461","1","r","483","4","50","Q.求才國內招募現場徵才活動調查表","Q.求才國內招募現場徵才活動調查表","","report_page","","../report_foms/report_ifoms/ifoms/","e_l_6_p.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","5"
"714","428","1","r","188","3","50","10.就服中心-徵才公告(新)","10.就服中心-徵才公告(新)","","report_page","","../report_foms/report_ifoms/ifoms/","e_l_10.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","72"
"715","103","1","r","18","3","50","16.聘僱、展延聘僱、健檢核備統一名冊(新)","16.聘僱、展延聘僱、健檢核備統一名冊(新)","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_a_16.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","590"
"716","492","1","r","484","3","50","40.申請書－台南科學園區","40.申請書－台南科學園區","","report_page","","../report_foms/report_ifoms/ifoms/","e_m_40.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","11"
"717","492","1","r","485","3","50","32.切結書－台南市","32.切結書－台南市","","report_page","","../report_foms/report_ifoms/ifoms/","e_m_32.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","239"
"718","492","1","r","486","3","50","41.委託書－台南科學園區","41.委託書－台南科學園區","","report_page","","../report_foms/report_ifoms/ifoms/","e_m_41.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","6"
"719","492","1","r","487","3","50","42.切結書－台南科學園區","42.切結書－台南科學園區","","report_page","","../report_foms/report_ifoms/ifoms/","e_m_42.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","10"
"720","318","1","r","488","3","50","A11.廠工勞動契約","A11.廠工勞動契約","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_5_a11.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","43"
"721","191","8","r","407","4","50","14.營造工作申請書　－聘僱、展延、再展延聘僱許可","14.營造工作申請書　－聘僱、展延、再展延聘僱許可","","report_page","","../report_foms/report_ifoms/ifoms/","e_g_1_14.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","30"
"722","191","8","r","408","4","50","23.營造工作申請書	-重大工程移轉","23.營造工作申請書	-重大工程移轉","","report_page","","../report_foms/report_ifoms/ifoms/","e_g_1_23.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","10"
"723","318","1","r","369","1","50","C07.菲律賓 - 仲介換證切結書(台北、台中)","C07.菲律賓 - 仲介換證切結書(台北、台中)","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_5_c07nc.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","14"
"724","333","1","r","400","4","50","C07.菲律賓 - 仲介換證切結書(高雄)","C07.菲律賓 - 仲介換證切結書(高雄)","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_5_c07s.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","21"
"725","318","1","r","422","4","50","C02.雇主切結書-廠工類(修改版）","C02.雇主切結書-廠工類(修改版）","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_5_c02.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","10"
"726","318","1","r","368","1","50","A18.菲律賓 - 遞補說明書","A18.菲律賓 - 遞補說明書","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_4_a18.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","11"
"727","318","1","r","489","4","50","D13.菲律賓 - 保證書(中文,中英文)","D13.菲律賓 - 保證書(中文,中英文)","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_4_d13.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","10"
"728","333","1","r","490","4","50","E01.附件（膳宿／機票）","E01.附件（膳宿／機票）","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_4_e01.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","470"
"729","351","1","r","491","4","50","07.中印-勞動契約（廠工）","07.中印-勞動契約（廠工）","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_6_07.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","74"
"730","351","1","r","492","4","50","09.中英-授權書（廠工A）","09.中英-授權書（廠工A）","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_7_09.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","22"
"731","351","1","r","493","4","50","10.中英授權書（廠工B）","10.中英授權書（廠工B）","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_6_10.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","10"
"732","351","1","r","494","4","50","11.中英-需求書（廠工）","11.中英-需求書（廠工）","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_6_11.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","27"
"733","351","1","r","495","4","50","13.中英-辦件申請書（留底範本2）","13.中英-辦件申請書（留底範本2）","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_6_13.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","232"
"734","295","1","r","496","3","50","14.外國人入國工作費用及工資切結書(四國)","14.外國人入國工作費用及工資切結書(四國)","","report_page","","../report_foms/report_ifoms/ifoms/","e_j_14_i.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","132"
"735","592","8","v","0","3","50","E.操作記錄查詢","E.操作記錄查詢","","newWin","","procedures/","pro_x_e.php","[_quest_]pro=x_e","","152"
"737","242","1","r","497","3","50","39.徵詢工作意願調查表","39.徵詢工作意願調查表","","report_page","","../report_foms/report_ifoms/ifoms/","e_h_39.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","21"
"738","242","1","r","498","3","50","40.徵詢作業辦理結果表","40.徵詢作業辦理結果表","","report_page","","../report_foms/report_ifoms/ifoms/","e_h_40.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","21"
"739","268","1","r","499","3","50","09.核退申請書","09.核退申請書","","report_page","","../report_foms/report_ifoms/ifoms/","e_i_9.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","109"
"740","268","1","r","500","3","50","12.委託書（中央健康保險局）","12.委託書（中央健康保險局）","","report_page","","../report_foms/report_ifoms/ifoms/","e_i_12.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","12"
"741","14","1","u","360","3","50","8.外勞線上問卷程式","8.外勞線上問卷程式","","","","","index.php","[_quest_]pro=a_k_8","","19"
